,PRESENCE,X,Y,id,mean
0,0.0,19.96961745891404,-2.284018589011499,145,359.0
1,0.0,29.771012393003375,0.631425038202197,131,761.0
2,0.0,29.375540402435874,19.856062987116356,164,288.0
3,0.0,6.976742383562617,29.022493031395282,111,325.0
4,0.0,6.976742383562617,29.022493031395282,184,325.0
5,0.0,34.69606905351829,9.209348153673918,176,1398.0
6,0.0,12.941770331815903,9.651070239365392,160,271.0
7,0.0,34.51259457962167,15.026754169128148,124,489.0
8,0.0,34.51259457962167,15.026754169128148,181,489.0
9,0.0,28.504453040821186,28.972280937843944,170,179.0
10,0.0,-0.035065310579451,28.34457804612561,147,283.0
11,0.0,27.117076657440805,20.384119270844987,156,558.0
12,0.0,14.786992001554149,29.90610823857554,114,309.0
13,0.0,14.786992001554149,29.90610823857554,137,309.0
14,0.0,6.005644210450795,8.938086931659072,161,125.0
15,0.0,6.005644210450795,8.938086931659072,182,125.0
16,0.0,26.798986679714176,-6.655730796091977,109,670.0
17,0.0,38.67887884656813,17.047805877343983,157,326.0
18,0.0,26.580720144788252,30.35036593508086,136,172.0
19,0.0,1.532479663396314,14.270018948014119,152,220.0
20,0.0,21.168693004024373,27.144148128718424,100,178.0
21,0.0,34.896901765961616,10.266579960696058,110,1150.0
22,0.0,35.06006603594636,15.78795733309007,141,425.0
23,0.0,35.06006603594636,15.78795733309007,180,425.0
24,0.0,35.56516673576518,10.429648205982089,118,986.0
25,0.0,31.1143675035635,-2.586042790222573,155,1261.0
26,0.0,33.3707953554159,16.33408051790874,198,487.0
27,0.0,18.383604819782555,-2.0847855380297493,115,292.0
28,0.0,18.383604819782555,-2.0847855380297493,134,292.0
29,0.0,10.449582045095507,6.345376009337843,174,1190.0
30,0.0,17.892422117087087,20.196778567670837,144,944.0
31,0.0,42.922360185588715,3.7982567693678964,143,329.0
32,0.0,42.922360185588715,3.7982567693678964,183,329.0
33,0.0,0.634107284257647,12.276045347751474,188,263.0
34,0.0,35.865008901028105,11.058195801179846,117,844.0
35,0.0,35.865008901028105,11.058195801179846,199,844.0
36,0.0,3.276293825529875,14.096602131895557,127,217.0
37,0.0,36.691779937802,0.3981966685689621,107,1770.0
38,0.0,29.267096197199567,21.664047833247,166,323.0
39,0.0,-1.4095788583450433,32.1722435013483,179,965.0
40,0.0,35.63422081811548,-11.449567804890046,129,603.0
41,0.0,35.63422081811548,-11.449567804890046,173,603.0
42,0.0,26.055989189164272,24.574428800318238,102,596.0
43,0.0,26.055989189164272,24.574428800318238,168,596.0
44,0.0,26.055989189164272,24.574428800318238,171,596.0
45,0.0,28.46756728851397,27.91869430277436,105,239.0
46,0.0,28.46756728851397,27.91869430277436,148,239.0
47,0.0,28.46756728851397,27.91869430277436,185,239.0
48,0.0,-2.7643151009685116,23.686152587736746,103,287.0
49,0.0,-1.218321709249267,31.59436889375156,186,793.0
50,0.0,19.30833572584001,17.579286270116764,172,277.0
51,0.0,34.017752199954444,12.541086132947656,187,454.0
52,0.0,25.52719208189108,17.16513157742813,113,608.0
53,0.0,11.66236843367321,29.08888905335555,153,679.0
54,0.0,11.66236843367321,29.08888905335555,194,679.0
55,0.0,20.695738430220747,12.74940467113244,150,459.0
56,0.0,17.619650308058972,15.119936159678796,101,282.0
57,0.0,19.455122560446632,21.85081288374217,177,831.0
58,0.0,41.23603305372682,1.18287800914467,122,90.0
59,0.0,41.23603305372682,1.18287800914467,158,90.0
60,0.0,1.075127481794965,12.670326465204752,167,266.0
61,0.0,4.846102365328251,28.086594743290068,108,574.0
62,0.0,4.846102365328251,28.086594743290068,196,574.0
63,0.0,19.829483713313735,13.015964572245586,104,430.0
64,0.0,47.68324917416794,8.153528355624985,163,741.0
65,0.0,-4.498687001760294,31.536397017935986,178,844.0
66,0.0,-4.498687001760294,31.536397017935986,190,844.0
67,0.0,2.2265437509293933,17.356942964984633,123,355.0
68,0.0,2.2265437509293933,17.356942964984633,125,355.0
69,0.0,18.910043043951035,11.275600761443375,165,451.0
70,0.0,35.4409899099319,-7.425867600974402,149,754.0
71,0.0,4.616257403978637,22.78020894363441,116,864.0
72,0.0,4.616257403978637,22.78020894363441,133,864.0
73,0.0,10.236572064941155,27.2476952030574,159,453.0
74,0.0,10.236572064941155,27.2476952030574,189,453.0
75,0.0,-3.451118985190181,35.11917340852572,130,708.0
76,0.0,-3.451118985190181,35.11917340852572,138,708.0
77,0.0,21.866565999877054,14.901952160252414,192,920.0
78,0.0,20.40004589260069,30.489018178949646,106,57.0
79,0.0,20.40004589260069,30.489018178949646,197,57.0
80,0.0,42.67497985884778,0.8664499487355941,126,37.0
81,0.0,42.17680010927157,0.812721351235853,135,30.0
82,0.0,7.258060343156272,13.18495664432892,139,402.0
83,0.0,23.97772420156209,24.27759429934193,128,450.0
84,0.0,6.490003761619978,14.669151746866,154,385.0
85,0.0,15.587642556649682,10.836574875231623,112,320.0
86,0.0,36.108553444141045,7.953635351932821,142,2204.0
87,0.0,29.434132895072107,-4.671616169222396,162,767.0
88,0.0,25.92802773701034,-7.794551003097557,146,752.0
89,0.0,25.92802773701034,-7.794551003097557,151,752.0
90,0.0,25.92802773701034,-7.794551003097557,191,752.0
91,0.0,27.77707035678437,20.243350982589572,193,574.0
92,0.0,39.064251503324655,10.39714398899516,132,1718.0
93,0.0,39.064251503324655,10.39714398899516,169,1718.0
94,0.0,10.454789907351683,8.66297358334159,195,106.0
95,0.0,1.56560130042557,31.276033960912805,175,549.0
96,0.0,34.756109760738426,-11.142025347350735,119,568.0
97,0.0,27.394672947732033,30.843574637298985,120,196.0
98,0.0,39.82778499994861,6.22912957866448,140,1017.0
99,0.0,4.64762429560429,8.94031136086976,121,264.0
100,0.0,34.34410483756393,-9.066665848975658,1387,2367.0
101,0.0,1.2439572618526051,35.91823135934645,1304,368.0
102,0.0,1.2439572618526051,35.91823135934645,1331,368.0
103,0.0,16.508290979250948,6.7334370539728,1301,695.0
104,0.0,16.508290979250948,6.7334370539728,1322,695.0
105,0.0,21.959912209408206,-0.520754017035259,1366,356.0
106,0.0,0.542606089076044,33.328817680314,1390,1390.0
107,0.0,23.290296563383183,24.30981419554657,1359,394.0
108,0.0,19.783282483492123,-5.710384012747438,1312,737.0
109,0.0,35.898607861309294,-11.458763637494426,1396,564.0
110,0.0,-6.846164645432856,29.16577151415584,1355,735.0
111,0.0,20.156460185896343,-2.4390590139948656,1369,353.0
112,0.0,19.36732526874746,3.5263175478535116,1305,364.0
113,0.0,21.650841814488754,-3.3482853948548215,1343,427.0
114,0.0,24.672871808510493,25.27713048870429,1341,407.0
115,0.0,24.672871808510493,25.27713048870429,1357,407.0
116,0.0,24.672871808510493,25.27713048870429,1363,407.0
117,0.0,9.334856031491471,36.49660482237464,1329,336.0
118,0.0,9.098483696682507,6.817342396192122,1333,170.0
119,0.0,9.098483696682507,6.817342396192122,1382,170.0
120,0.0,28.071591769971317,27.27359489697805,1334,30.0
121,0.0,28.071591769971317,27.27359489697805,1367,30.0
122,0.0,-3.8953787524491723,32.705260609727226,1349,1381.0
123,0.0,32.134504174042284,-3.973476254392999,1302,1195.0
124,0.0,32.134504174042284,-3.973476254392999,1310,1195.0
125,0.0,16.963663083692,-5.424901032711651,1324,489.0
126,0.0,31.37942465949832,2.492660388525536,1375,723.0
127,0.0,29.840929177925855,3.662788965826657,1328,824.0
128,0.0,21.41659442677417,32.000695089985264,1335,208.0
129,0.0,2.483800033535434,34.138131525526966,1308,1161.0
130,0.0,2.483800033535434,34.138131525526966,1388,1161.0
131,0.0,2.483800033535434,34.138131525526966,1395,1161.0
132,0.0,36.655673081344894,-0.747597067069975,1339,2537.0
133,0.0,17.40641092843443,-5.325996594749689,1309,472.0
134,0.0,15.359262482300455,-4.7756122099306975,1303,440.0
135,0.0,20.416034281770887,22.0139003342264,1360,626.0
136,0.0,-3.5378982609887437,28.73640428845501,1364,478.0
137,0.0,21.28514507396687,2.10157068294756,1391,340.0
138,0.0,-10.442548921461881,28.976118170493244,1314,185.0
139,0.0,11.419625782055553,7.2442815787971035,1376,437.0
140,0.0,11.419625782055553,7.2442815787971035,1392,437.0
141,1.0,35.8500000000001,21.85,37233,305.0
142,1.0,35.8500000000001,21.85,45402,305.0
143,1.0,35.8500000000001,21.85,53571,305.0
144,1.0,35.8500000000001,21.85,61740,305.0
145,0.0,13.153595129339681,5.959696495814445,1307,830.0
146,0.0,14.675183309221762,4.03157600528996,1336,669.0
147,0.0,45.01843582472413,6.256371612420543,1385,541.0
148,0.0,45.01843582472413,6.256371612420543,1393,541.0
149,0.0,26.578632501390896,-5.448004064706542,1345,678.0
150,0.0,25.688988883574208,22.7416431003409,1374,708.0
151,0.0,25.688988883574208,22.7416431003409,1381,708.0
152,0.0,-5.770983479651294,27.530645054996015,1327,392.0
153,0.0,-5.770983479651294,27.530645054996015,1338,392.0
154,0.0,19.52662495830537,1.0297705996034079,1398,344.0
155,0.0,-9.830129144754398,28.77509092407957,1352,351.0
156,0.0,35.203107098545274,2.063602356354249,1337,1729.0
157,0.0,27.031280056885148,27.75329735595881,1346,150.0
158,0.0,32.84360019990416,1.6543828115913952,1321,1056.0
159,0.0,14.299991476466275,9.078789466934918,1362,329.0
