,Blue,Green,Month,NIR,PRESENCE,Red,SWIR1,SWIR2,X,Y,Year,id
43,774.4784314,1094.24902,1,1550.305882,0,1390.1568630000002,2515.978431,2349.927451,37.94647695,18.13468104,2000,18064
44,1740.496032,3043.646825,1,4777.31746,0,4094.392857,6204.420635,5499.190476,-1.068440578,26.94275495,2000,18067
45,1450.816206,2486.438735,1,4101.183794,0,3629.1166009999997,5375.118577,5125.527668,-3.317769254,22.98612572,2000,18070
46,1571.470238,2862.625,1,4688.458333,0,4102.015872999999,6029.005952,5333.25,24.22949086,18.56514375,2000,18071
47,1720.3895579999999,2677.385542,1,4396.297189,0,3769.8835340000005,5639.943775,4315.4377509999995,25.78507269,30.94664221,2000,18073
48,1058.9169960000002,1899.6798420000002,1,3160.450593,0,2608.614625,3977.2015810000003,2832.77668,31.90955238,14.81810044,2000,18074
49,1345.384462,2098.3645420000003,1,3328.992032,0,2961.1573710000002,4494.667331000001,3870.8964140000003,6.883585898,23.24992739,2000,18076
50,1816.436255,2676.199203,1,3773.5996020000002,0,3469.3585659999994,4208.824701,4019.6175299999995,15.88248107,23.60532909,2000,18077
51,2075.290837,3139.577689,1,4810.051793,0,4215.426295,5786.143426,5330.685259000001,22.69105181,27.74880439,2000,18078
52,641.72,819.6039999999999,1,1653.2920000000001,0,1038.828,1918.0720000000001,1484.56,30.04849882,6.500269418999999,2000,18080
53,2075.290837,3139.577689,1,4810.051793,0,4215.426295,5786.143426,5330.685259000001,22.69105181,27.74880439,2000,18081
54,1345.384462,2098.3645420000003,1,3328.992032,0,2961.1573710000002,4494.667331000001,3870.8964140000003,6.883585898,23.24992739,2000,18082
55,1519.697211,2414.585657,1,3573.1633469999997,0,3195.1035859999997,4485.462151,4129.884462,34.50843699,19.41477028,2000,18084
56,1408.095618,2507.9163350000003,1,4014.8645420000003,0,3584.964143,5533.996016,4891.326693,29.73408251,22.71847366,2000,18085
57,1892.98008,3417.2749,1,5819.322709,0,5085.163347,6995.306773,6427.446215,-8.101526552000001,18.707344,2000,18088
58,1212.367589,1707.3418969999998,1,2461.460474,0,2227.551383,2880.956522,2636.379447,-8.391700869,30.58599911,2000,18091
59,1152.956175,2155.8326690000004,1,3636.494024,0,3091.266932,5576.486056000001,4704.737052,11.82017263,23.95200267,2000,18094
60,1247.329365,2501.083333,1,4406.607143,0,3764.484127,5729.023810000001,5279.119048,31.10638481,18.2047612,2000,18097
61,1278.857143,2236.821429,1,3820.3492060000003,0,3405.178571,5890.25,5134.587302,1.9821537919999999,25.823391600000004,2000,18098
62,1431.579365,2100.404762,1,3499.460317,0,2850.825397,5123.380952,3992.1547619999997,24.83579795,30.49015209,2000,18099
1587,552.1343874,744.743083,2,1062.15415,0,930.3557312,1490.86166,1401.9565220000002,-6.034230542,31.70486815,2000,18101
1588,1227.0,2380.1,2,4524.4,0,3953.0,6084.5,5167.9,20.54180836,19.27566167,2000,18102
1589,538.1264822,731.4584980000001,2,1897.2924899999998,0,941.6166007999999,1949.146245,1320.8735179999999,37.51178622,6.8466497539999995,2000,18105
1590,1542.714286,2847.84127,2,4736.666667,0,4161.678571,6142.678571,5553.190476,16.69155736,26.06351336,2000,18106
1591,945.3169291000002,1316.8090550000002,2,2509.852362,0,1676.641732,3160.6889760000004,2435.281496,38.62827865,15.57453035,2000,18107
1592,469.9328063,650.2865613,2,3138.13834,0,553.312253,1475.124506,641.8853755,36.21166414,5.453411032999999,2000,18108
1593,514.43083,861.284585,2,3029.130435,0,1209.924901,3187.426877,2153.003953,35.37914836,-6.844708095,2000,18110
1594,818.281746,1196.380952,2,2730.702381,0,1659.65873,3232.7579370000003,2244.103175,40.79806193,1.161253354,2000,18112
1595,299.9246032,337.1111111,2,1928.718254,0,296.0,1051.210317,409.5992063,26.87517866,-0.630810657,2000,18117
1596,1057.6377949999999,1743.224409,2,3062.799213,0,2530.293307,4575.759843,3674.92126,13.31597678,26.49750429,2000,18118
1597,1459.21,2473.976,2,4204.9,0,3549.9559999999997,5247.896,4507.42,47.44689489,9.500467366,2000,18119
1598,1525.769841,2629.936508,2,4535.0,0,3763.492063,5859.892857,5347.242063000001,31.67110843,21.72502968,2000,18120
1599,658.3794466,1034.1956519999999,2,2220.16996,0,1318.721344,3253.035573,2640.383399,2.424857237,36.13999384,2000,18125
1600,696.4216867,1073.8634539999998,2,2806.39759,0,1664.13253,3473.610442,2447.88755,41.13445766,0.49968194,2000,18127
1601,1057.6377949999999,1743.224409,2,3062.799213,0,2530.293307,4575.759843,3674.92126,13.31597678,26.49750429,2000,18128
1602,1310.404762,1903.380952,2,2904.0,0,2578.674603,3722.0,3522.325397,6.8371523860000005,24.4488907,2000,18130
1603,721.4342629,956.1553785,2,1979.792829,0,1408.071713,2976.011952,2637.023904,18.66627144,9.507915797999999,2000,18131
1604,1375.4660000000001,2735.728,2,5059.826,0,4289.8640000000005,6816.32,6167.56,20.62230741,20.12943002,2000,18133
1605,1649.0677289999999,2557.055777,2,4354.2749,0,3759.5099600000003,5702.63745,4933.633465999999,-0.428630668,17.264188600000004,2000,18134
1606,1768.0396829999997,2980.2619050000003,2,4900.718254,0,4245.575397,6177.265872999999,5736.505952,32.28897847,20.82868366,2000,18135
1607,945.3169291000002,1316.8090550000002,2,2509.852362,0,1676.641732,3160.6889760000004,2435.281496,38.62827865,15.57453035,2000,18136
1608,701.3346614,1008.613546,2,2248.645418,0,1366.517928,3240.38247,2172.952191,-5.07727051,14.29586395,2000,18140
1609,595.3162055,792.4683794,2,2021.660079,0,809.6956522,1790.0237149999998,1066.286561,-5.691194238,34.05204662,2000,18141
1610,1973.950593,3490.0415020000005,2,5824.802372,0,11880.50198,17635.294469999997,6944.9505930000005,9.117295567000001,24.21059191,2000,18143
1611,319.51593629999996,529.6573705,2,2530.197211,0,410.32270919999996,1364.360558,555.2350597999999,24.85757143,-11.03447476,2000,18144
1612,873.5436507999999,907.6666667000002,2,2187.972222,0,791.202381,1210.515873,537.1984127000001,19.699667899999998,-2.377677422,2000,18145
1613,1052.195219,1601.848606,2,2378.338645,0,2114.85259,3737.880478,2637.956175,3.185994972,24.90544446,2000,18147
1614,876.2936507999999,1138.0,2,2000.0238100000001,0,1388.126984,3192.2380949999997,2626.047619,16.68651441,8.096760673,2000,18148
1615,921.822,1320.764,2,2058.4320000000002,0,1693.87,2399.464,2006.0420000000001,41.09257658,10.33951271,2000,18151
1616,490.90513830000003,578.0,2,994.3913043,0,741.0,1606.794466,1468.118577,25.06657882,6.704000657999999,2000,18153
1617,624.8015872999999,901.9404762,2,2085.837302,0,1300.18254,2556.3849210000003,1651.952381,-10.29431234,13.60195434,2000,18154
1618,2079.107422,3555.060547,2,5501.726563,0,4801.992187,6202.439453,5081.269531,48.54787323,8.667678816,2000,18158
1619,1367.657371,2163.302789,2,3628.7569719999997,0,2851.561753,4594.836653,4085.3904380000004,24.14338073,12.75282455,2000,18159
1620,721.4342629,956.1553785,2,1979.792829,0,1408.071713,2976.011952,2637.023904,18.66627144,9.507915797999999,2000,18160
1621,2231.055556,3638.31746,2,5354.918651,0,4703.625,6504.771825,6309.242063000001,-0.9105175590000001,25.39486554,2000,18162
1622,992.9407115,1371.968379,2,2592.873518,0,1690.818182,3370.557312,2321.351779,28.37676697,8.24793265,2000,18163
1623,319.51593629999996,529.6573705,2,2530.197211,0,410.32270919999996,1364.360558,555.2350597999999,24.85757143,-11.03447476,2000,18165
1624,1378.253968,2168.063492,2,3699.049603,0,2963.9900789999997,4600.547619,3185.440476,24.12195534,14.35618026,2000,18166
1625,3551.928854,4714.5454549999995,2,6797.197628,0,6090.051383,7162.541502,6241.960474,-7.392969572999999,18.83079261,2000,18167
1626,1720.260784,2911.2509800000003,2,4780.770588,0,4219.805882,6070.501961,5675.060784,22.96819119,24.19529762,2000,18170
1627,1024.7031869999998,1614.711155,2,3270.143426,0,2351.629482,3968.412351,2942.3426289999998,37.63084265,14.33069255,2000,18171
1628,453.84251969999997,587.0,2,1301.3622050000001,0,697.9370079,1185.110236,806.0393701,37.85282668,12.85246286,2000,18173
1629,2045.3952570000001,3564.4545450000005,2,5819.533597,0,5101.039526,6929.071145999999,6471.960474,10.28963063,19.65133343,2000,18175
1630,1457.394422,2438.697211,2,4187.673307,0,3342.5737050000002,4958.422311,3740.2908369999996,22.4857573,16.27525013,2000,18176
1631,750.618,1139.02,2,2322.678,0,1431.95,2259.744,1635.842,37.79167957,11.93024809,2000,18179
1632,1341.166008,2641.788538,2,5221.6798420000005,0,4426.079051,6509.98419,5906.938735,5.125806545,29.90788178,2000,18180
1633,719.6388889,892.5119048,2,1649.166667,0,1166.738095,2139.5119050000003,1519.5,35.38155921,14.13130781,2000,18181
1634,299.9246032,337.1111111,2,1928.718254,0,296.0,1051.210317,409.5992063,26.87517866,-0.630810657,2000,18182
1635,1782.0,2957.2380949999997,2,5263.0,0,4483.142857,6535.714286,6020.5,-13.63941469,21.09436198,2000,18183
1636,1649.0677289999999,2557.055777,2,4354.2749,0,3759.5099600000003,5702.63745,4933.633465999999,-0.428630668,17.264188600000004,2000,18185
1637,1052.195219,1601.848606,2,2378.338645,0,2114.85259,3737.880478,2637.956175,3.185994972,24.90544446,2000,18186
1638,1020.9760960000001,1644.569721,2,3394.517928,0,2430.89243,4785.326693,3733.653386,-8.158817163,15.51735278,2000,18187
1639,651.4126984000001,986.2777777999999,2,1533.289683,0,1332.7420630000001,1651.587302,1416.190476,37.24783591,3.890335416,2000,18188
1640,1685.01992,2887.525896,2,4844.354582,0,4057.0119520000003,6427.394422,5576.828685,29.57479573,27.00737746,2000,18190
1641,750.618,1139.02,2,2322.678,0,1431.95,2259.744,1635.842,37.79167957,11.93024809,2000,18191
1642,324.88932810000006,451.24505930000004,2,2227.347826,0,336.59683789999997,1249.679842,474.0,18.82376546,-0.117671069,2000,18192
1643,933.7312252999999,1336.636364,2,2688.743083,0,1886.233202,3080.126482,2152.774704,31.94398572,11.79220027,2000,18193
1644,2231.055556,3638.31746,2,5354.918651,0,4703.625,6504.771825,6309.242063000001,-0.9105175590000001,25.39486554,2000,18194
1645,1433.276,1962.9279999999999,2,2731.8559999999998,0,2562.376,3180.692,2953.472,-8.781641987999999,23.74388955,2000,18196
1646,788.8858267999999,1260.925197,2,2506.358268,0,1767.4803149999998,3465.7637799999998,2895.011811,43.57842657,9.234869801,2000,18197
1647,1833.8492059999999,3176.829365,2,5113.93254,0,4519.071429,6595.111111,6060.420635,27.24068951,23.01726242,2000,18198
3154,559.0375494,956.8814229000001,3,2250.185771,0,1463.8735179999999,3460.150198,2794.0691699999998,36.5456202,0.738936712,2000,18200
3155,1090.333333,1377.535714,3,2759.015873,0,1901.6785710000001,3664.4087299999997,2848.472222,-5.660071525,11.61014912,2000,18201
3156,660.5936255,1070.0,3,2637.035857,0,1930.0,4232.191235,3416.904382,46.39982192,4.255324438,2000,18202
3157,2073.543825,3456.675299,3,5519.924303,0,4801.890438,13574.169319999999,6567.215139,28.05016406,22.90912546,2000,18204
3158,1965.134921,3258.535714,3,5247.400794,0,12230.5,13456.289680000002,6425.043651,23.61429717,27.256944,2000,18206
3159,961.0551181,1365.267717,3,2202.275591,0,1748.8622050000001,3171.531496,2835.177165,32.51256367,12.63755125,2000,18207
3160,1550.9560000000001,1990.4560000000001,3,2712.1440000000002,0,2522.224,2319.592,1948.7079999999999,17.4645264,21.32272287,2000,18208
3161,1195.71627,2051.017857,3,3697.666667,0,2906.248016,5303.623016,5014.769840999999,29.60788456,14.23030199,2000,18210
3162,1026.267717,1957.7933070000001,3,4265.57874,0,3413.606299,5700.32874,5420.379921,-1.614357975,32.74843578,2000,18211
3163,1250.6389960000001,1798.559846,3,2999.418919,0,2316.349421,3944.057915,2828.53668,49.93971564,8.161994991,2000,18212
3164,739.8611111,1131.781746,3,2178.948413,0,1453.174603,3270.888889,2435.952381,41.86954478,2.422053449,2000,18216
3165,1324.822134,2002.715415,3,3758.274704,0,2890.636364,8191.027668000001,4251.664032,-12.95649822,15.07617375,2000,18218
3166,1229.916335,2089.10757,3,3383.414343,0,3000.36255,4482.015936,4094.780876,-4.481354965,23.36298418,2000,18219
3167,1914.5237149999998,3174.535573,3,4850.79249,0,12150.07708,6173.34585,5833.891304,-0.25272896300000003,25.64639569,2000,18221
3168,1965.134921,3258.535714,3,5247.400794,0,12230.5,13456.289680000002,6425.043651,23.61429717,27.256944,2000,18222
3169,710.8891129,997.7540323,3,2179.556452,0,1345.602823,2555.959677,1913.0080649999998,36.52820668,8.942102208,2000,18223
3170,1416.517928,1954.213147,3,3631.8047810000003,0,2706.36255,4679.531873,3465.155378,-0.546253199,12.30036201,2000,18224
3171,1552.924303,2188.366534,3,3894.9442229999995,0,3011.673307,15992.605580000001,4478.239044,10.42513629,12.06291025,2000,18227
3172,1023.186,1721.35,3,2927.8,0,2494.736,4505.366,4035.23,9.918026722,26.96594079,2000,18228
3173,855.1462451,1261.4189720000002,3,2024.363636,0,1760.944664,2529.8814230000003,2088.126482,16.38581458,21.62554088,2000,18229
3174,1424.561265,2325.110672,3,3841.901186,0,3333.130435,4961.675889,4735.770751,-15.94712065,22.00575664,2000,18232
3175,1047.239044,1662.549801,3,2783.641434,0,2240.609562,3519.155378,3125.545817,43.44795975,5.896356692,2000,18233
3176,1090.333333,1377.535714,3,2759.015873,0,1901.6785710000001,3664.4087299999997,2848.472222,-5.660071525,11.61014912,2000,18235
3177,798.6521739,1190.551383,3,1806.090909,0,1400.197628,2334.185771,2034.203557,33.02972385,5.623768359,2000,18237
3178,1385.4466400000001,2983.5691699999998,3,5461.391304,0,4794.9090909999995,20000.0,6270.715415,25.46136076,16.64550798,2000,18238
3179,1268.873016,1808.744048,3,3293.730159,0,2484.746032,4352.309524,3171.444444,0.072903359,12.110615600000001,2000,18239
3180,927.154,1329.764,3,2693.22,0,1914.2520000000002,3752.788,2711.812,23.29882464,10.24741217,2000,18241
3181,1612.9879999999998,2861.176,3,4990.264,0,4216.524,9201.98,6030.968000000001,22.75384158,23.97130179,2000,18242
3182,578.1309524000001,858.5674603,3,2273.823413,0,1004.271825,2228.728175,1503.380952,39.00063543,6.025242414,2000,18243
3183,656.3670635,902.7797618999999,3,1356.416667,0,1011.117063,1960.503968,1735.978175,32.47907332,5.627514571,2000,18244
3184,738.946,1085.95,3,1991.404,0,1329.918,2012.69,1691.0639999999999,38.57299868,10.85505264,2000,18245
3185,738.946,1085.95,3,1991.404,0,1329.918,2012.69,1691.0639999999999,38.57299868,10.85505264,2000,18246
3186,735.8690475999999,973.2579365,3,1936.714286,0,1256.40873,2467.964286,1979.0793649999998,23.92765135,9.715275027999999,2000,18247
3187,1840.746032,2826.93254,3,4986.849206,0,11840.30952,5843.632936999999,5037.047619,4.420004614,33.09557055,2000,18249
3188,855.1462451,1261.4189720000002,3,2024.363636,0,1760.944664,2529.8814230000003,2088.126482,16.38581458,21.62554088,2000,18250
3189,1328.119522,2336.900398,3,4025.760956,0,3322.6932269999998,5366.418327,4464.649402,3.640145129,32.07374041,2000,18251
3190,1978.1653390000001,3346.278884,3,5388.978088,0,20000.0,20000.0,13078.21315,16.60858811,19.83552049,2000,18252
3191,1840.746032,2826.93254,3,4986.849206,0,11840.30952,5843.632936999999,5037.047619,4.420004614,33.09557055,2000,18253
3192,632.233871,853.5342742,3,1915.379032,0,996.9737902999999,2257.7782260000004,1657.393145,36.0302226,10.17404674,2000,18254
3193,883.6692912999998,1310.0078740000001,3,1956.6181100000001,0,1770.9803149999998,3015.6181100000003,2942.771654,-4.674509297,31.24800615,2000,18257
3194,1371.2549800000002,2432.972112,3,4105.231076,0,3615.486056,5824.334661,5272.52988,13.49595907,27.46501764,2000,18260
3195,1631.2151390000001,2879.908367,3,4596.665339,0,4112.808765,6034.697211,5392.9402390000005,28.02536191,25.47115556,2000,18263
3196,933.668,1358.8039999999999,3,2918.0640000000003,0,2006.104,3958.156,3257.4,-7.356737742999999,12.22294952,2000,18264
3197,1550.9560000000001,1990.4560000000001,3,2712.1440000000002,0,2522.224,2319.592,1948.7079999999999,17.4645264,21.32272287,2000,18267
3198,1683.142857,2523.015873,3,3633.551587,0,3302.980159,4557.59127,4096.154762,8.529865916,22.86680218,2000,18268
3199,710.8891129,997.7540323,3,2179.556452,0,1345.602823,2555.959677,1913.0080649999998,36.52820668,8.942102208,2000,18270
3200,666.047619,853.1428571,3,1436.4285710000001,0,1138.869048,1733.3492059999999,1415.2579369999999,34.94329981,3.550295339,2000,18273
3201,1090.333333,1377.535714,3,2759.015873,0,1901.6785710000001,3664.4087299999997,2848.472222,-5.660071525,11.61014912,2000,18275
3202,2538.595238,3833.285714,3,5684.583333,0,5040.988095000001,6923.464286,6241.095238,-3.245715189,19.326903299999998,2000,18276
3203,1229.569444,1967.367063,3,3698.4702380000003,0,2635.702381,4595.944444,3979.4662700000003,3.6969767080000002,35.23342292,2000,18277
3204,933.3843137,1630.860784,3,3195.586275,0,2528.539216,4172.9294119999995,3383.564706,46.80099884,6.667066344,2000,18278
3205,1807.12253,3192.395257,3,5199.9920950000005,0,4567.318182,13454.065219999999,6336.693676,28.41258767,21.44426914,2000,18281
3206,1518.1936759999999,2353.958498,3,3874.375494,0,3454.367589,4959.517787,4629.0810280000005,-7.184314007999999,25.10516596,2000,18282
3207,1133.218254,1459.873016,3,2319.0,0,1857.5238100000001,3379.72619,2627.916667,39.15316532,1.7114411040000002,2000,18283
3208,1321.043825,2567.478088,3,4924.5,0,20000.0,6334.7868530000005,6012.549801,-2.317322099,22.27876059,2000,18284
3209,1498.154762,2503.166667,3,4375.0,0,3591.063492,5947.285714,5571.428571,24.4884932,22.07619795,2000,18286
3210,871.9761904999999,1137.214286,3,2677.547619,0,1351.450397,2796.660714,1939.146825,-6.496232726000001,10.8969473,2000,18287
3211,1257.581349,1956.9523809999998,3,3434.609127,0,2780.595238,4950.938492,4090.079365,1.215853574,28.94239487,2000,18288
3212,1158.095238,2325.888889,3,4905.809524,0,4210.301587,6683.396825,6117.523810000001,10.26156422,25.83549124,2000,18290
3213,1133.218254,1459.873016,3,2319.0,0,1857.5238100000001,3379.72619,2627.916667,39.15316532,1.7114411040000002,2000,18291
3214,1268.873016,1808.744048,3,3293.730159,0,2484.746032,4352.309524,3171.444444,0.072903359,12.110615600000001,2000,18292
3215,666.047619,853.1428571,3,1436.4285710000001,0,1138.869048,1733.3492059999999,1415.2579369999999,34.94329981,3.550295339,2000,18293
3216,1239.313492,2354.22619,3,4747.650794,0,3744.5,20000.0,6342.085317,25.42730254,20.88065511,2000,18295
3217,1455.313492,2899.357143,3,5315.373016,0,20000.0,6700.861111,5891.948413,-1.036110919,18.84518003,2000,18296
3218,1794.899209,2826.229249,3,4599.964427,0,12004.18182,5693.061265,5431.01581,18.08187458,24.63110347,2000,18297
3219,1288.0,1848.9163350000001,3,3451.7091630000004,0,2638.131474,4882.398406,3995.848606,-5.193867128,14.84931011,2000,18298
3220,1506.600791,2830.58498,3,5134.926877,0,12404.27075,6563.575099000001,6152.523715,6.690182624,30.91039458,2000,18299
4732,923.2667984,1585.84585,4,3403.0158100000003,0,2301.416996,4256.175889,3526.644269,1.74519167,35.30024606,2000,18300
4733,1192.826087,2108.944664,4,3627.3083,0,3170.901186,5086.715415,4670.747036,-6.879379002,26.94122574,2000,18301
4734,1848.2261899999999,3326.900794,4,5732.34127,0,4949.170635,7142.15873,6725.277778,22.3823664,24.44141493,2000,18302
4735,382.87251000000003,575.7091633,4,3057.5139440000003,0,463.8486056,1602.047809,810.1035857,31.0568212,0.471488532,2000,18303
4736,1484.505929,2785.766798,4,5075.355731000001,0,4415.335968,6633.359684,6272.7628460000005,23.03428588,23.97348687,2000,18304
4737,2176.22619,3310.059524,4,5326.309524,0,4539.0,6785.0714290000005,5299.547619,18.98446514,29.72734491,2000,18305
4738,987.6015936000001,1418.278884,4,2874.139442,0,1887.0517929999999,4208.047809000001,3056.8366530000003,-6.030009507000001,13.26146314,2000,18306
4739,1299.166667,2418.924603,4,4759.075397,0,4012.992063,6090.353175,5370.365079,-1.1816297709999999,31.25402407,2000,18310
4740,519.516,788.408,4,3380.42,0,828.44,3086.204,1943.524,34.67665592,-10.88489654,2000,18311
4741,1135.424603,2168.1150789999997,4,3610.670635,0,3097.460317,5047.623016,4558.702381,31.23989907,18.48492091,2000,18312
4742,425.4642857,577.0306122000001,4,2781.1632649999997,0,423.85714289999993,1580.290816,689.2244897999999,10.31104515,2.629296702,2000,18314
4743,1115.682731,1898.3413649999998,4,3276.192771,0,2638.7751,3962.9638549999995,3449.6586350000002,43.75218547,5.833767181,2000,18316
4744,1302.2948210000002,1850.1653390000001,4,3354.169323,0,2560.848606,5559.296813,4977.9402390000005,-16.05265852,17.23902895,2000,18317
4745,232.53968250000003,504.7857143,4,2825.97619,0,453.07142860000005,1784.857143,814.8253967999999,23.19093437,-10.47266514,2000,18318
4746,940.7610442,1499.287149,4,2819.421687,0,2214.552209,4049.3373490000004,3285.7088350000004,44.58152978,6.181518042,2000,18319
4747,1933.093625,3021.74502,4,4902.571713,0,4167.302789,6429.101594,6019.6792829999995,18.85532424,27.84925443,2000,18320
4748,1494.436508,2925.119048,4,5338.551587,0,4649.571429,20000.0,6311.0,22.75896483,22.98569725,2000,18322
4749,758.0059761,1097.739044,4,2300.960159,0,1227.454183,2957.133466,1967.870518,42.75785421,3.451782026,2000,18323
4750,1848.2261899999999,3326.900794,4,5732.34127,0,4949.170635,7142.15873,6725.277778,22.3823664,24.44141493,2000,18324
4751,1606.085657,1779.830677,4,3528.543825,0,1730.6912350000002,2510.595618,1652.498008,26.4651655,-4.881403468999999,2000,18325
4752,833.0555555999999,1117.380952,4,2343.607143,0,1640.40873,3206.539683,2200.718254,19.72111116,11.78847345,2000,18327
4753,1496.857143,2365.0,4,4014.22619,0,3405.5912700000003,5667.539683,4488.650794,15.77084499,29.44203286,2000,18328
4754,294.4603175,446.0079365,4,2825.420635,0,308.3293651,1639.329365,632.6984127000001,26.71752767,-5.547479534,2000,18329
4755,1890.12253,3292.972332,4,5509.592885,0,20000.0,6866.256917000001,6354.339921,9.43204568,23.77645622,2000,18330
4756,385.43,572.17,4,2661.17,0,563.33,2414.8,1416.68,35.12731468,-6.682046895,2000,18331
